project,contract,contract.country,method.procurement,method.selection,price.amount,price.currency,n.bids
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00021541,Nepal,,,3236800.0,NPR,2
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00021544,Nepal,,,107718336.0,NPR,1
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00021545,Nepal,,,220320000.0,NPR,3
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00021550,Nepal,,,13380000.0,NPR,4
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00021540,Nepal,,,136380000.0,NPR,3
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00021548,Nepal,,,13297519.0,NPR,6
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00021549,Nepal,,,52987737.0,NPR,1
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00022092,Nepal,,,660618.0,NPR,3
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00022097,Nepal,,,4320000.0,NPR,3
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00022091,Nepal,,,3598800.0,NPR,2
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00022089,Nepal,,,14411658.0,NPR,1
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00022094,Nepal,,,17176087.0,NPR,3
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00022096,Nepal,,,3057744.0,NPR,1
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00022123,Nepal,,,19380000.0,NPR,1
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00022132,Nepal,,,36240300.0,NPR,1
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00022127,Nepal,,,167958000.0,NPR,4
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00022133,Nepal,,,12445350.0,NPR,2
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00022136,Nepal,,,37656276.0,NPR,1
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00022120,Nepal,,,10193947.0,NPR,2
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00022130,Nepal,,,4977000.0,NPR,1
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00022138,Nepal,,,38780155.0,NPR,1
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00022139,Nepal,,,33392492.0,NPR,1
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00022121,Nepal,,,44880000.0,NPR,3
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00022124,Nepal,,,16740000.0,NPR,2
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00022125,Nepal,,,192000000.0,NPR,2
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00022126,Nepal,,,26921215.0,NPR,6
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00022137,Nepal,,,2742552.0,NPR,1
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00022122,Nepal,,,39291201.0,NPR,1
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00022129,Nepal,,,56087055.0,NPR,1
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00022479,Nepal,,,1590974.0,NPR,1
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00022489,Nepal,,,11620400.0,NPR,1
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00022480,Nepal,,,14409496.0,NPR,2
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00022481,Nepal,,,4799695.0,NPR,1
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00022482,Nepal,,,5095138.0,NPR,3
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00022483,Nepal,,,12619820.0,NPR,2
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00022484,Nepal,,,1080980.0,NPR,1
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00022486,Nepal,,,9392797.0,NPR,2
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00022487,Nepal,,,3948000.0,NPR,1
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00022488,Nepal,,,3239720.0,NPR,2
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00022490,Nepal,,,1935733.0,NPR,1
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00022485,Nepal,,,6722296.0,NPR,1
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00022491,Nepal,,,31975484.0,NPR,2
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00022492,Nepal,,,5172157.0,NPR,2
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00022558,Nepal,,,137104650.0,NPR,1
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00022561,Nepal,,,15100600.0,NPR,1
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00022557,Nepal,,,7974711.0,NPR,1
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00022563,Nepal,,,32819808.0,NPR,1
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00022565,Nepal,,,47569770.0,NPR,2
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00022568,Nepal,,,8642700.0,NPR,1
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00022567,Nepal,,,15626700.0,NPR,1
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00022566,Nepal,,,21737700.0,NPR,1
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00022553,Nepal,,,174243816.0,NPR,1
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00022551,Nepal,,,7333200.0,NPR,5
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00022555,Nepal,,,17198100.0,NPR,1
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00022559,Nepal,,,41554800.0,NPR,1
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00022563,Nepal,,,32819808.0,NPR,1
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00022565,Nepal,,,47569770.0,NPR,2
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00022568,Nepal,,,8642700.0,NPR,1
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00022567,Nepal,,,15626700.0,NPR,1
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00022566,Nepal,,,21737700.0,NPR,1
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00022553,Nepal,,,174243816.0,NPR,1
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00022551,Nepal,,,7333200.0,NPR,5
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00022555,Nepal,,,17198100.0,NPR,1
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00022559,Nepal,,,41554800.0,NPR,1
P117417,http://search.worldbank.org/wcontractawards/procdetails/OP00022554,Nepal,,,22280940.0,NPR,3
P146248,http://search.worldbank.org/wcontractawards/procdetails/OP00031844,Serbia,SSS- Single Source Selection ,,6348.0,EUR,0
P146248,http://search.worldbank.org/wcontractawards/procdetails/OP00031845,Serbia,SSS- Single Source Selection ,,6348.0,EUR,0
P146248,http://search.worldbank.org/wcontractawards/procdetails/OP00032096,Serbia,INDV- Individual ,,44595.0,EUR,0
P146248,http://search.worldbank.org/wcontractawards/procdetails/OP00032095,Serbia,INDV- Individual ,,24043.0,EUR,0
P146248,http://search.worldbank.org/wcontractawards/procdetails/OP00032097,Serbia,INDV- Individual ,,24237.0,EUR,0
P146248,http://search.worldbank.org/wcontractawards/procdetails/OP00032810,Serbia,INDV- Individual ,,38206.0,EUR,0
P122233,http://search.worldbank.org/wcontractawards/procdetails/OP00027362,Albania,INDV- Individual ,,42187.0,USD,0
P122233,http://search.worldbank.org/wcontractawards/procdetails/OP00027620,Albania,CQS- Selection Based On Consultant's Qualification ,,39850.0,EUR,0
P122233,http://search.worldbank.org/wcontractawards/procdetails/OP00028660,Albania,INDV- Individual ,,50950.0,EUR,0
P132750,http://search.worldbank.org/wcontractawards/procdetails/OP00027193,Nepal,SSS- Single Source Selection ,,6501587.0,USD,0
P146248,http://search.worldbank.org/wcontractawards/procdetails/OP00032096,Serbia,INDV- Individual ,,44595.0,EUR,0
P146248,http://search.worldbank.org/wcontractawards/procdetails/OP00032095,Serbia,INDV- Individual ,,24043.0,EUR,0
P146248,http://search.worldbank.org/wcontractawards/procdetails/OP00032097,Serbia,INDV- Individual ,,24237.0,EUR,0
P146248,http://search.worldbank.org/wcontractawards/procdetails/OP00032810,Serbia,INDV- Individual ,,38206.0,EUR,0
P132750,http://search.worldbank.org/wcontractawards/procdetails/OP00027193,Nepal,SSS- Single Source Selection ,,6501587.0,USD,0
P132750,http://search.worldbank.org/wcontractawards/procdetails/OP00031929,Nepal,SSS- Single Source Selection ,,1635675.0,NPR,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00032250,Vietnam,,,,,0
P118026,http://search.worldbank.org/wcontractawards/procdetails/OP00025939,El Salvador,,,92310.0,USD,2
P118026,http://search.worldbank.org/wcontractawards/procdetails/OP00025938,El Salvador,,,63280.0,USD,4
P118026,http://search.worldbank.org/wcontractawards/procdetails/OP00025936,El Salvador,,,79900.0,USD,4
P108080,http://search.worldbank.org/wcontractawards/procdetails/OP00026981,Kosovo,,,254386.0,EUR,2
P108080,http://search.worldbank.org/wcontractawards/procdetails/OP00031255,Kosovo,,,134900.0,EUR,6
P108080,http://search.worldbank.org/wcontractawards/procdetails/OP00032726,Kosovo,,,1285100.0,EUR,2
P117293,http://search.worldbank.org/wcontractawards/procdetails/OP00020721,Peru,,,183927782.0,PEN,7
,http://search.worldbank.org/wcontractawards/procdetails/OP00024424,Peru,,,,,0
P101750,http://search.worldbank.org/wcontractawards/procdetails/OP00013406,Lao People's Democratic Republic,,,114568.0,USD,5
P101750,http://search.worldbank.org/wcontractawards/procdetails/OP00013407,Lao People's Democratic Republic,,,282480.0,USD,4
P101750,http://search.worldbank.org/wcontractawards/procdetails/OP00018298,Lao People's Democratic Republic,DIR- Direct Contracting ,,113148.0,USD,0
P101750,http://search.worldbank.org/wcontractawards/procdetails/OP00018966,Lao People's Democratic Republic,,,564541.0,USD,4
P101750,http://search.worldbank.org/wcontractawards/procdetails/OP00018968,Lao People's Democratic Republic,SSS- Single Source Selection ,,63030.0,USD,0
P116398,http://search.worldbank.org/wcontractawards/procdetails/OP00022454,Vietnam,CQS- Selection Based On Consultant's Qualification ,,3762368000.0,VND,0
P116398,http://search.worldbank.org/wcontractawards/procdetails/OP00022744,Vietnam,CQS- Selection Based On Consultant's Qualification ,,3967480000.0,VND,0
P116398,http://search.worldbank.org/wcontractawards/procdetails/OP00022741,Vietnam,CQS- Selection Based On Consultant's Qualification ,,1035315000.0,VND,0
P116398,http://search.worldbank.org/wcontractawards/procdetails/OP00022742,Vietnam,CQS- Selection Based On Consultant's Qualification ,,1035315000.0,VND,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00022725,Vietnam,,,,,0
P116398,http://search.worldbank.org/wcontractawards/procdetails/OP00022762,Vietnam,,,392286148792.0,VND,1
P116398,http://search.worldbank.org/wcontractawards/procdetails/OP00022896,Vietnam,CQS- Selection Based On Consultant's Qualification ,,1258563900.0,VND,0
P116398,http://search.worldbank.org/wcontractawards/procdetails/OP00022894,Vietnam,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00023230,Vietnam,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00023778,Vietnam,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00022725,Vietnam,,,,,0
P116398,http://search.worldbank.org/wcontractawards/procdetails/OP00022762,Vietnam,,,392286148792.0,VND,1
P116398,http://search.worldbank.org/wcontractawards/procdetails/OP00022896,Vietnam,CQS- Selection Based On Consultant's Qualification ,,1258563900.0,VND,0
P116398,http://search.worldbank.org/wcontractawards/procdetails/OP00022894,Vietnam,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00023230,Vietnam,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00023778,Vietnam,,,,,0
P116398,http://search.worldbank.org/wcontractawards/procdetails/OP00023859,Vietnam,,,118714500000.0,VND,4
,http://search.worldbank.org/wcontractawards/procdetails/OP00024084,Vietnam,,QCBS,,,0
P116398,http://search.worldbank.org/wcontractawards/procdetails/OP00024142,Vietnam,CQS- Selection Based On Consultant's Qualification ,,2070904000.0,VND,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00024141,Vietnam,,,,,0
P104467,http://search.worldbank.org/wcontractawards/procdetails/OP00012325,Armenia,,,330651763.0,AMD,1
P104467,http://search.worldbank.org/wcontractawards/procdetails/OP00012326,Armenia,,,298710486.0,AMD,1
,http://search.worldbank.org/wcontractawards/procdetails/OP00017629,Armenia,,FBS - Selection Under a Fixed Budget,,,0
P104467,http://search.worldbank.org/wcontractawards/procdetails/OP00019358,Armenia,,,676510940.0,AMD,1
P104467,http://search.worldbank.org/wcontractawards/procdetails/OP00019906,Armenia,,,389500946.0,AMD,7
P104467,http://search.worldbank.org/wcontractawards/procdetails/OP00021490,Armenia,,,819861929.0,AMD,6
P104467,http://search.worldbank.org/wcontractawards/procdetails/OP00023082,Armenia,,,1050285970.0,AMD,2
P104467,http://search.worldbank.org/wcontractawards/procdetails/OP00022341,Armenia,,,32791999.0,AMD,8
P104467,http://search.worldbank.org/wcontractawards/procdetails/OP00024739,Armenia,SSS- Single Source Selection ,,7500000.0,AMD,0
P104467,http://search.worldbank.org/wcontractawards/procdetails/OP00024955,Armenia,,,14016000.0,AMD,6
P104467,http://search.worldbank.org/wcontractawards/procdetails/OP00023082,Armenia,,,1050285970.0,AMD,2
P104467,http://search.worldbank.org/wcontractawards/procdetails/OP00022341,Armenia,,,32791999.0,AMD,8
P104467,http://search.worldbank.org/wcontractawards/procdetails/OP00024739,Armenia,SSS- Single Source Selection ,,7500000.0,AMD,0
P104467,http://search.worldbank.org/wcontractawards/procdetails/OP00024955,Armenia,,,14016000.0,AMD,6
P104467,http://search.worldbank.org/wcontractawards/procdetails/OP00024957,Armenia,,,137148000.0,AMD,3
P104467,http://search.worldbank.org/wcontractawards/procdetails/OP00025030,Armenia,,,127158000.0,AMD,3
,http://search.worldbank.org/wcontractawards/procdetails/OP00031967,India,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00031966,India,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00031968,India,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00031969,India,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00026341,India,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00028726,India,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00029595,India,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00030715,India,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00032120,India,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00029486,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00030757,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00030758,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00030756,Brazil,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00030755,Brazil,,,,,0
P122204,http://search.worldbank.org/wcontractawards/procdetails/OP00023405,Georgia,,,6532836.0,GEL,1
,http://search.worldbank.org/wcontractawards/procdetails/OP00028190,Georgia,,,,,0
P122204,http://search.worldbank.org/wcontractawards/procdetails/OP00028571,Georgia,SSS- Single Source Selection ,,22500.0,GEL,0
P122204,http://search.worldbank.org/wcontractawards/procdetails/OP00028682,Georgia,SSS- Single Source Selection ,,3000.0,GEL,0
P096965,http://search.worldbank.org/wcontractawards/procdetails/OP00020688,Colombia,,,44569426213.0,COP,3
,http://search.worldbank.org/wcontractawards/procdetails/OP00029756,Armenia,,,,,0
P147919,http://search.worldbank.org/wcontractawards/procdetails/OP00031595,Armenia,CQS- Selection Based On Consultant'sQualification ,,88182563.0,AMD,0
P147919,http://search.worldbank.org/wcontractawards/procdetails/OP00032808,Armenia,SSS- Single Source Selection ,,45492000.0,AMD,0
P129828,http://search.worldbank.org/wcontractawards/procdetails/OP00031475,Ethiopia,,,3563835.0,USD,1
P129828,http://search.worldbank.org/wcontractawards/procdetails/OP00031474,Ethiopia,,,2437215.0,USD,3
P129828,http://search.worldbank.org/wcontractawards/procdetails/OP00032229,Ethiopia,,,4114901.0,USD,1
P129828,http://search.worldbank.org/wcontractawards/procdetails/OP00032325,Ethiopia,,,972738.0,USD,1
P129828,http://search.worldbank.org/wcontractawards/procdetails/OP00032326,Ethiopia,,,3563835.0,USD,1
P122319,http://search.worldbank.org/wcontractawards/procdetails/OP00030776,China,,,89317300.0,CNY,4
P122319,http://search.worldbank.org/wcontractawards/procdetails/OP00030775,China,,,97889052.0,CNY,4
P123729,http://search.worldbank.org/wcontractawards/procdetails/OP00024484,China,,,200818018.0,CNY,1
P113151,http://search.worldbank.org/wcontractawards/procdetails/OP00030354,Vietnam,,,1134515.0,USD,4
P113151,http://search.worldbank.org/wcontractawards/procdetails/OP00031708,Vietnam,,,4165128000.0,VND,0
P113151,http://search.worldbank.org/wcontractawards/procdetails/OP00031707,Vietnam,CQS- Selection Based On Consultant's Qualification ,,179869.0,USD,0
P118895,http://search.worldbank.org/wcontractawards/procdetails/OP00008222,Vanuatu,,QCBS - Quality And Cost-Based Selection,368117.0,USD,0
P119893,http://search.worldbank.org/wcontractawards/procdetails/OP00023003,Ethiopia,,,21527554.0,USD,9
P119893,http://search.worldbank.org/wcontractawards/procdetails/OP00023787,Ethiopia,,,12925621.0,USD,8
P119893,http://search.worldbank.org/wcontractawards/procdetails/OP00024907,Ethiopia,,,24406642.0,USD,14
,http://search.worldbank.org/wcontractawards/procdetails/OP00025492,Ethiopia,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00025491,Ethiopia,,,,,0
P119893,http://search.worldbank.org/wcontractawards/procdetails/OP00029017,Ethiopia,,,2049108.0,USD,7
P152039,http://search.worldbank.org/wcontractawards/procdetails/OP00032085,Armenia,CQS- Selection Based OnConsultant's Qualification ,,16638588.0,AMD,0
P152039,http://search.worldbank.org/wcontractawards/procdetails/OP00032086,Armenia,CQS- Selection Based OnConsultant's Qualification ,,2721912.0,AMD,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00031245,Georgia,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00032646,Georgia,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00031245,Georgia,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00032646,Georgia,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00031097,Nicaragua,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00031111,Nicaragua,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00031110,Nicaragua,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00031112,Nicaragua,,,,,0
P117617,http://search.worldbank.org/wcontractawards/procdetails/OP00028889,Malawi,,,1084874.0,USD,4
P117617,http://search.worldbank.org/wcontractawards/procdetails/OP00028888,Malawi,,,9683573.0,USD,3
P117617,http://search.worldbank.org/wcontractawards/procdetails/OP00029005,Malawi,,,17124121.0,USD,6
,http://search.worldbank.org/wcontractawards/procdetails/OP00029688,Malawi,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00030381,Malawi,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00031212,Malawi,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00032048,Malawi,,,,,0
P145339,http://search.worldbank.org/wcontractawards/procdetails/OP00023821,South Sudan,SSS- Single Source Selection ,,12500.0,USD,0
P116680,http://search.worldbank.org/wcontractawards/procdetails/OP00020369,Armenia,CQS- Selection Based On Consultant's Qualification ,,4200000.0,AMD,0
P103063,http://search.worldbank.org/wcontractawards/procdetails/OP00025714,Lebanon,,,20805443.0,USD,11
,http://search.worldbank.org/wcontractawards/procdetails/OP00029472,Tajikistan,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00031214,Tajikistan,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00031911,Tajikistan,,,,,0
P124351,http://search.worldbank.org/wcontractawards/procdetails/OP00029059,Africa,,,24103556.0,USD,11
,http://search.worldbank.org/wcontractawards/procdetails/OP00028405,Burundi,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00029472,Tajikistan,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00031214,Tajikistan,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00031911,Tajikistan,,,,,0
P124351,http://search.worldbank.org/wcontractawards/procdetails/OP00029059,Africa,,,24103556.0,USD,11
P079675,http://search.worldbank.org/wcontractawards/procdetails/OP00011477,India,,QCBS - Quality And Cost-Based Selection,80528625.0,INR,0
P079675,http://search.worldbank.org/wcontractawards/procdetails/OP00027511,India,,,17376850.0,INR,1
P145171,http://search.worldbank.org/wcontractawards/procdetails/OP00030312,Croatia,CQS- Selection Based On Consultant's Qualification ,,124028.0,EUR,0
P145171,http://search.worldbank.org/wcontractawards/procdetails/OP00030423,Croatia,CQS- Selection Based On Consultant's Qualification ,,159762.0,EUR,0
P117407,http://search.worldbank.org/wcontractawards/procdetails/OP00031676,"Egypt, Arab Republic of",,,2774791877.0,EGP,5
,http://search.worldbank.org/wcontractawards/procdetails/OP00027848,Peru,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00028454,Peru,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00028455,Peru,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00028453,Peru,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00030800,Serbia,,,,,0
P127876,http://search.worldbank.org/wcontractawards/procdetails/OP00031927,Serbia,,,1047840009.0,RSD,3
P127876,http://search.worldbank.org/wcontractawards/procdetails/OP00031926,Serbia,,,729524382.0,RSD,2
P127876,http://search.worldbank.org/wcontractawards/procdetails/OP00031986,Serbia,,,429800425.0,RSD,2
,http://search.worldbank.org/wcontractawards/procdetails/OP00030897,Bangladesh,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00030239,Burundi,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00029975,El Salvador,,,,,0
P133610,http://search.worldbank.org/wcontractawards/procdetails/OP00031549,Burundi,INDV- Individual ,,82200.0,USD,0
P133610,http://search.worldbank.org/wcontractawards/procdetails/OP00031548,Burundi,DIR- Direct Contracting ,,42000.0,EUR,0
P133610,http://search.worldbank.org/wcontractawards/procdetails/OP00031550,Burundi,INDV- Individual ,,88100.0,USD,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00032719,Burundi,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00032720,Burundi,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00032716,Burundi,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00032715,Burundi,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00032717,Burundi,,,,,0
,http://search.worldbank.org/wcontractawards/procdetails/OP00032807,Burundi,,,,,0
