contract,bidder,status,amount,currency
http://search.worldbank.org/wcontractawards/procdetails/OP00017804,JV of firms,Evaluated,595709809.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00017991,SKANSKA S.A.,Awarded,49741592.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00017991,Mota-Engil Central Europe S.A.,Evaluated,51636628.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00017991,JV,Rejected,58818488.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00018493,JV,Awarded,39997177.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00018493,JV,Evaluated,42945125.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00018493,SKANSKA S. A.,Evaluated,43406737.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00018493,JV,Evaluated,44482193.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00018493,"Przedsiebiorstwo Robot Wodnych i Ekologicznych ""EKO-WOD"" Sp. z o.o.",Evaluated,59993865.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00018493,"JV Przedsiebiorstwo Robot Inzynieryjnych ""POL-AQUA"" S.A. ? Leader; DRAGADOS S.A. - Partner",Rejected,43671000.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00018493,JV EUROVIA POLSKA S.A.- Leader; Eurovia CS a.s.- Partner,Rejected,59993865.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00021482,DRAGADOS S.A. Spain,Awarded,936675200.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00021482,JV of firms,Evaluated,1277593200.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00021482,SALINI COSTRUTTORI S.p.A,Evaluated,1316798924.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00021482,SINOHYDRO CORPORATION LIMITED,Evaluated,1484759987.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00021482,JV of firms,Evaluated,1607857000.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00021482,CHINA GEZHOUBA GROUP COMPANY LIMITED,Evaluated,1879117711.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00021482,JOSEF MÖBIUS Bau-AKTIENGESELLSCHAFT,Rejected,938363307.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00011739,M/s ILJIN Electric Co. Ltd.,Awarded,5318681.0,USD
http://search.worldbank.org/wcontractawards/procdetails/OP00011739,M/sCable Corporation of India Ltd.,Evaluated,377569282.0,INR
http://search.worldbank.org/wcontractawards/procdetails/OP00011739,M/s ILJIN Electric Co. Ltd.,Evaluated,5318681.0,USD
http://search.worldbank.org/wcontractawards/procdetails/OP00011739,M/s STX Taihan ConsortiumKorea,Evaluated,11693981.0,USD
http://search.worldbank.org/wcontractawards/procdetails/OP00026372,M/s PCI Ltd,Awarded,61072693.0,INR
http://search.worldbank.org/wcontractawards/procdetails/OP00026364,M/S Phooltas Harsco Rail Solutions Pvt. Ltd.,Awarded,75300660.0,INR
http://search.worldbank.org/wcontractawards/procdetails/OP00026365,M/S Pearey Lall & Sons (E.P.) Ltd.,Awarded,27960000.0,INR
http://search.worldbank.org/wcontractawards/procdetails/OP00026366,M/S PCI Ltd.,Awarded,179549212.0,INR
http://search.worldbank.org/wcontractawards/procdetails/OP00026374,M/s MADHAV ENGINEERS PVT. LTD,Awarded,43547000.0,INR
http://search.worldbank.org/wcontractawards/procdetails/OP00026375,M/s MADHAV ENGINEERS PVT. LTD,Awarded,42249060.0,INR
http://search.worldbank.org/wcontractawards/procdetails/OP00026368,M/s PCI Ltd,Awarded,43656000.0,INR
http://search.worldbank.org/wcontractawards/procdetails/OP00026368,M/s. Omicron Energy Solutions Pvt. Ltd.,Evaluated,21750000.0,INR
http://search.worldbank.org/wcontractawards/procdetails/OP00026368,M/s. Megger India Pvt. Ltd.,Evaluated,26706000.0,INR
http://search.worldbank.org/wcontractawards/procdetails/OP00026363,M/s. BEML Ltd.,Awarded,208255073.0,INR
http://search.worldbank.org/wcontractawards/procdetails/OP00026370,M/s PCI Ltd,Awarded,6581448.0,INR
http://search.worldbank.org/wcontractawards/procdetails/OP00026373,M/s MADHAV ENGINEERS PVT. LTD,Awarded,6800000.0,INR
http://search.worldbank.org/wcontractawards/procdetails/OP00026373,M/s. PCI Ltd.,Evaluated,14163312.0,INR
http://search.worldbank.org/wcontractawards/procdetails/OP00026369,M/s Megger (India) Pvt Ltd.,Awarded,129491906.0,INR
http://search.worldbank.org/wcontractawards/procdetails/OP00026369,M/s. BAUR PROf-Und Messtechnik GmbH,Evaluated,157829536.0,INR
http://search.worldbank.org/wcontractawards/procdetails/OP00026371,M/s Akshar Marketing,Awarded,3436000.0,INR
http://search.worldbank.org/wcontractawards/procdetails/OP00026371,M/s. Total Solutions,Evaluated,3951650.0,INR
http://search.worldbank.org/wcontractawards/procdetails/OP00024939,DAR EL FIKR S.A.L,Awarded,525075000.0,XOF
http://search.worldbank.org/wcontractawards/procdetails/OP00024939,LOVELY OFFSET PRINTERS,Evaluated,1107250.0,USD
http://search.worldbank.org/wcontractawards/procdetails/OP00024939,SIPPI INVESTISSEMENT,Evaluated,738325000.0,XOF
http://search.worldbank.org/wcontractawards/procdetails/OP00024939,NEI CEDA,Evaluated,798850000.0,XOF
http://search.worldbank.org/wcontractawards/procdetails/OP00024939,AFREDIF-CIS,Evaluated,837025000.0,XOF
http://search.worldbank.org/wcontractawards/procdetails/OP00024939,GROUPEMENT SI3D ET MAURY IMPRMEUR,Evaluated,886825000.0,XOF
http://search.worldbank.org/wcontractawards/procdetails/OP00024939,SNPECI,Evaluated,901225000.0,XOF
http://search.worldbank.org/wcontractawards/procdetails/OP00024939,PAARLMEDIA,Evaluated,183805137.0,USD
http://search.worldbank.org/wcontractawards/procdetails/OP00024939,GROUPEMENT REPRO INDIA LTD ET EDITIONS EBURNIE,Evaluated,335998618142.0,XOF
http://search.worldbank.org/wcontractawards/procdetails/OP00024939,GROUPEMENT LITHOTECH ET TARA TPS,Evaluated,688885.0,EUR
http://search.worldbank.org/wcontractawards/procdetails/OP00024939,GROUPEMENT REPRO INDIA LTD ET EDITION EBURNIE,Rejected,335998618142.0,XOF
http://search.worldbank.org/wcontractawards/procdetails/OP00024939,GROUPEMENT LITHOTECH ET TARA TPS,Rejected,688885.0,EUR
http://search.worldbank.org/wcontractawards/procdetails/OP00014468,Energopol-Szczecin Spolka Akcyjna,Awarded,11653383.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00014468,Skanska Spolka Akcyjna,Evaluated,12744281.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00014468,Consortium PBG-HBP-ENERGOPOL,Evaluated,13237236.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00014468,Warbud Spolka Akcyjna,Evaluated,20337123.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00014468,Consortium,Evaluated,22764227.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00014468,Sinohydro Corporation Limited,Evaluated,52521945.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00014468,BUDIMEX S.A.,Rejected,10789857.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00016432,JV of fims,Awarded,276492452.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00016432,Sinohydro Corporation Limited,Evaluated,283786119.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00016432,Skanska Spolka Akcyjna,Evaluated,292449162.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00017011,JV,Awarded,54448495.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00017011,HYDROBUDOWA GDANSK S.A.,Evaluated,62791943.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00017011,JV,Evaluated,98309558.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00017011,Sinohydro Corporation Limited,Evaluated,118541219.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00017077,SKANSKA S.A.,Awarded,65988211.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00017077,BUDIMEX S.A.,Evaluated,67546750.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00017077,Mota-Engil Central Europe S.A.,Evaluated,81927529.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00017077,WARBUD S.A.,Evaluated,85280370.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00017077,JV of firms,Evaluated,99627233.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00017453,JV firms,Awarded,35873989.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00017453,JV of firms,Evaluated,37236716.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00017453,JV of firms,Evaluated,38945033.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00017453,JV of firms,Evaluated,43566862.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00017453,Sinohydro Corporation Limited,Evaluated,52084133.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00017804,SINOHYDRO Corporation Limited,Awarded,306066558.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00017804,JV of firms,Evaluated,314713509.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00017804,JV of firms,Evaluated,334315022.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00017804,JV of firms,Evaluated,430113297.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00017804,JV of firms,Evaluated,443244878.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00017804,JV of firms,Evaluated,554279138.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00017804,JV of firms,Evaluated,595709809.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00017991,SKANSKA S.A.,Awarded,49741592.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00017991,Mota-Engil Central Europe S.A.,Evaluated,51636628.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00017991,JV,Rejected,58818488.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00018493,JV,Awarded,39997177.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00018493,JV,Evaluated,42945125.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00018493,SKANSKA S. A.,Evaluated,43406737.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00018493,JV,Evaluated,44482193.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00018493,"Przedsiebiorstwo Robot Wodnych i Ekologicznych ""EKO-WOD"" Sp. z o.o.",Evaluated,59993865.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00018493,"JV Przedsiebiorstwo Robot Inzynieryjnych ""POL-AQUA"" S.A. ? Leader; DRAGADOS S.A. - Partner",Rejected,43671000.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00018493,JV EUROVIA POLSKA S.A.- Leader; Eurovia CS a.s.- Partner,Rejected,59993865.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00021482,DRAGADOS S.A. Spain,Awarded,936675200.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00021482,JV of firms,Evaluated,1277593200.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00021482,SALINI COSTRUTTORI S.p.A,Evaluated,1316798924.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00021482,SINOHYDRO CORPORATION LIMITED,Evaluated,1484759987.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00021482,JV of firms,Evaluated,1607857000.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00021482,CHINA GEZHOUBA GROUP COMPANY LIMITED,Evaluated,1879117711.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00021482,JOSEF MÖBIUS Bau-AKTIENGESELLSCHAFT,Rejected,938363307.0,PLN
http://search.worldbank.org/wcontractawards/procdetails/OP00027515,,Awarded,,
http://search.worldbank.org/wcontractawards/procdetails/OP00023503,"JV ""INTERNATIONAL EPIROTIC CONSTRUCTION AND TRADING S.A. (D.I.T.E. SA) & ""CO1 Rroku Konstruksion Tirane"" shpk",Awarded,215488458.0,ALL
http://search.worldbank.org/wcontractawards/procdetails/OP00023505,"JV ""INTERNATIONAL EPIROTIC CONSTRUCTION AND TRADING S.A. (D.I.T.E. SA) & ""CO1 Rroku Konstruksion Tirane"" shpk",Awarded,215488458.0,ALL
http://search.worldbank.org/wcontractawards/procdetails/OP00023505,Alb-building shpk,Evaluated,191903076.0,ALL
http://search.worldbank.org/wcontractawards/procdetails/OP00023505,Delia Group shpk,Evaluated,197664011.0,ALL
http://search.worldbank.org/wcontractawards/procdetails/OP00023505,"JV ""INTERNATIONAL EPIROTIC CONSTRUCTION AND TRADING S.A. (D.I.T.E. SA) & ""CO1 Rroku Konstruksion Tirane"" shpk",Evaluated,215488458.0,ALL
http://search.worldbank.org/wcontractawards/procdetails/OP00023505,PE-VLA-KU shpk,Evaluated,220481818.0,ALL
http://search.worldbank.org/wcontractawards/procdetails/OP00023505,G.P.G Company sh.p.k.& EGNATIA A.T.E.V.E,Evaluated,232993529.0,ALL
http://search.worldbank.org/wcontractawards/procdetails/OP00023505,Gjoka Konstruksion sh.a.,Evaluated,206940500.0,ALL
http://search.worldbank.org/wcontractawards/procdetails/OP00023505,Gener 2 shpk,Evaluated,250459823.0,ALL
http://search.worldbank.org/wcontractawards/procdetails/OP00023505,Salillari shpk,Evaluated,277619305.0,ALL
http://search.worldbank.org/wcontractawards/procdetails/OP00023505,ALB-STAR sh.p.k,Evaluated,246628811.0,ALL
http://search.worldbank.org/wcontractawards/procdetails/OP00023505,Vezzola spa,Evaluated,380750062.0,ALL
http://search.worldbank.org/wcontractawards/procdetails/OP00023505,P.A.C. spa,Evaluated,447936474.0,ALL
http://search.worldbank.org/wcontractawards/procdetails/OP00023505,PORR BAU GmbH,Evaluated,389534800.0,ALL
http://search.worldbank.org/wcontractawards/procdetails/OP00023505,Gjikuria sh.p.k.,Rejected,,
http://search.worldbank.org/wcontractawards/procdetails/OP00023505,Joint Venture A.E.K. & Co sh.p.k. and KRONOS KONSTRUKSION shp.k.,Rejected,236150400.0,ALL
http://search.worldbank.org/wcontractawards/procdetails/OP00023505,A.C.M.A.R,Rejected,208631795.0,ALL
http://search.worldbank.org/wcontractawards/procdetails/OP00023505,TREMA Engineering 2,Rejected,323005149.0,ALL
http://search.worldbank.org/wcontractawards/procdetails/OP00023505,Alb-building shpk,Rejected,191903076.0,ALL
http://search.worldbank.org/wcontractawards/procdetails/OP00023505,Delia Group shpk,Rejected,197664011.0,ALL
http://search.worldbank.org/wcontractawards/procdetails/OP00020222,China Railway Material Import & Export Co. Ltd.,Awarded,279290000.0,CNY
http://search.worldbank.org/wcontractawards/procdetails/OP00020222,China Railway Long Chang Railway Materials Co. Ltd.,Evaluated,280325000.0,CNY
http://search.worldbank.org/wcontractawards/procdetails/OP00020222,China Railway Modern Logistics Technology Co. Ltd.,Evaluated,279304200.0,CNY
http://search.worldbank.org/wcontractawards/procdetails/OP00020222,Zhongyuan Lida Railway Track Technology Development Co. Ltd.,Rejected,281475000.0,CNY
http://search.worldbank.org/wcontractawards/procdetails/OP00025955,China Railway Materials Import & Export Co. Ltd.,Awarded,54791336.0,CNY
http://search.worldbank.org/wcontractawards/procdetails/OP00025955,Wenzhou International Business Group Co. Ltd.,Evaluated,54975318.0,CNY
http://search.worldbank.org/wcontractawards/procdetails/OP00025955,HENAN TONG-DA CABLE CO.LTD.,Rejected,38330780.0,CNY
http://search.worldbank.org/wcontractawards/procdetails/OP00025956,Shandong Royway Import & Export Co.Ltd,Awarded,96681216.0,CNY
http://search.worldbank.org/wcontractawards/procdetails/OP00025956,World Tender Industrial Limited,Evaluated,98566400.0,CNY
http://search.worldbank.org/wcontractawards/procdetails/OP00025956,China National Electric Import&Export corp,Rejected,73919878.0,CNY
http://search.worldbank.org/wcontractawards/procdetails/OP00025956,Xiangyang Guowang Composite Insulators Co.Ltd.,Rejected,75981864.0,CNY
http://search.worldbank.org/wcontractawards/procdetails/OP00025952,China National Electric Import & Export Corp,Awarded,104007900.0,CNY
http://search.worldbank.org/wcontractawards/procdetails/OP00025952,Beijing Century Splendor Trading Limited Company,Evaluated,165744279.0,CNY
http://search.worldbank.org/wcontractawards/procdetails/OP00025952,Beijing Golden Fu Li M&E Development Co. Ltd.,Evaluated,176033201.0,CNY
http://search.worldbank.org/wcontractawards/procdetails/OP00025952,China Railway Materials Import & Export Co. Ltd.,Rejected,109069562.0,CNY
http://search.worldbank.org/wcontractawards/procdetails/OP00025952,Shaanxi Feilun Hing-speed Railway Equipment Co. Ltd,Rejected,179538834.0,CNY
http://search.worldbank.org/wcontractawards/procdetails/OP00025953,CCECC International Trading Company Ltd.,Awarded,160373938.0,CNY
http://search.worldbank.org/wcontractawards/procdetails/OP00025953,NKT Cables Ltd. Changzhou,Evaluated,161992230.0,CNY
http://search.worldbank.org/wcontractawards/procdetails/OP00025953,Shenyang Beiheng New Material Co.Ltd,Evaluated,163307102.0,CNY
http://search.worldbank.org/wcontractawards/procdetails/OP00025953,Xi'an XD Cable Co. Ltd.,Evaluated,167777667.0,CNY
http://search.worldbank.org/wcontractawards/procdetails/OP00025953,La Farga Lacambra S.A.U,Evaluated,21037877.0,EUR
http://search.worldbank.org/wcontractawards/procdetails/OP00025953,China Railway Materials Import & Export Co. Ltd.,Rejected,140867496.0,CNY
http://search.worldbank.org/wcontractawards/procdetails/OP00025953,Joint Venture of Jinmao Tech Engineering (Wuhan) Corporationand China Railway Construction Electrification Bureau GroupKangYuan New Materi,Rejected,151999203.0,CNY
http://search.worldbank.org/wcontractawards/procdetails/OP00025951,Beijing Century Splendor Trading Limited Company,Awarded,117652122.0,CNY
http://search.worldbank.org/wcontractawards/procdetails/OP00025951,Zhuzhou China Railway Electric Materials Co.Ltd.,Evaluated,119983344.0,CNY
http://search.worldbank.org/wcontractawards/procdetails/OP00025954,CCECC International Trading Company Ltd.,Awarded,100278030.0,CNY
http://search.worldbank.org/wcontractawards/procdetails/OP00025954,NKT Cables Ltd. Changzhou,Evaluated,105135818.0,CNY
http://search.worldbank.org/wcontractawards/procdetails/OP00025954,China Railway Materials Import & Export Co. Ltd.,Evaluated,106147716.0,CNY
http://search.worldbank.org/wcontractawards/procdetails/OP00025954,Shenyang Beiheng New Material Co.Ltd,Evaluated,106751535.0,CNY
http://search.worldbank.org/wcontractawards/procdetails/OP00025954,Beijing Dongqiao Mechanical Electrical & Chemical EquipmentCo. Ltd.,Evaluated,109879069.0,CNY
http://search.worldbank.org/wcontractawards/procdetails/OP00025954,Joint Venture of Jinmao Tech Engineering (Wuhan) Corporation and China Railway Construction Electrification Bureau GroupKangYuanNew Materi,Evaluated,110827368.0,CNY
http://search.worldbank.org/wcontractawards/procdetails/OP00025954,Xi'an XD Cable Co. Ltd.,Evaluated,125340476.0,CNY
http://search.worldbank.org/wcontractawards/procdetails/OP00026533,KING TRADING Company -KTCO -LOT 1 & LOT 2,Awarded,107867.0,USD
http://search.worldbank.org/wcontractawards/procdetails/OP00026533,Computer Information World -LOT 3,Evaluated,47900.0,USD
http://search.worldbank.org/wcontractawards/procdetails/OP00026533,KING TRADING Company -KTCO LOT 3,Rejected,25200.0,USD
http://search.worldbank.org/wcontractawards/procdetails/OP00026533,Computer Information World LOT 1 & LOT 2,Rejected,147619.0,USD
http://search.worldbank.org/wcontractawards/procdetails/OP00020222,China Railway Material Import & Export Co. Ltd.,Awarded,279290000.0,CNY
http://search.worldbank.org/wcontractawards/procdetails/OP00020222,China Railway Long Chang Railway Materials Co. Ltd.,Evaluated,280325000.0,CNY
http://search.worldbank.org/wcontractawards/procdetails/OP00020222,China Railway Modern Logistics Technology Co. Ltd.,Evaluated,279304200.0,CNY
http://search.worldbank.org/wcontractawards/procdetails/OP00020222,Zhongyuan Lida Railway Track Technology Development Co. Ltd.,Rejected,281475000.0,CNY
http://search.worldbank.org/wcontractawards/procdetails/OP00025955,China Railway Materials Import & Export Co. Ltd.,Awarded,54791336.0,CNY
http://search.worldbank.org/wcontractawards/procdetails/OP00025955,Wenzhou International Business Group Co. Ltd.,Evaluated,54975318.0,CNY
http://search.worldbank.org/wcontractawards/procdetails/OP00025955,HENAN TONG-DA CABLE CO.LTD.,Rejected,38330780.0,CNY
http://search.worldbank.org/wcontractawards/procdetails/OP00025956,Shandong Royway Import & Export Co.Ltd,Awarded,96681216.0,CNY
http://search.worldbank.org/wcontractawards/procdetails/OP00025956,World Tender Industrial Limited,Evaluated,98566400.0,CNY
http://search.worldbank.org/wcontractawards/procdetails/OP00025956,China National Electric Import&Export corp,Rejected,73919878.0,CNY
http://search.worldbank.org/wcontractawards/procdetails/OP00025956,Xiangyang Guowang Composite Insulators Co.Ltd.,Rejected,75981864.0,CNY
http://search.worldbank.org/wcontractawards/procdetails/OP00025952,China National Electric Import & Export Corp,Awarded,104007900.0,CNY
http://search.worldbank.org/wcontractawards/procdetails/OP00025952,Beijing Century Splendor Trading Limited Company,Evaluated,165744279.0,CNY
http://search.worldbank.org/wcontractawards/procdetails/OP00025952,Beijing Golden Fu Li M&E Development Co. Ltd.,Evaluated,176033201.0,CNY
http://search.worldbank.org/wcontractawards/procdetails/OP00025952,China Railway Materials Import & Export Co. Ltd.,Rejected,109069562.0,CNY
http://search.worldbank.org/wcontractawards/procdetails/OP00025952,Shaanxi Feilun Hing-speed Railway Equipment Co. Ltd,Rejected,179538834.0,CNY
http://search.worldbank.org/wcontractawards/procdetails/OP00025953,CCECC International Trading Company Ltd.,Awarded,160373938.0,CNY
http://search.worldbank.org/wcontractawards/procdetails/OP00025953,NKT Cables Ltd. Changzhou,Evaluated,161992230.0,CNY
http://search.worldbank.org/wcontractawards/procdetails/OP00025953,Shenyang Beiheng New Material Co.Ltd,Evaluated,163307102.0,CNY
http://search.worldbank.org/wcontractawards/procdetails/OP00025953,Xi'an XD Cable Co. Ltd.,Evaluated,167777667.0,CNY
